Condition	KO	KO	KO	WT	WT	WT
Gm22284	0	0	0	0	0	0
Gm39816	0	0	0	0	0	0
Gm35282	0	0	0	0	0	0
F630206G17Rik	3	0	5	2	0	1
Gm53698	0	0	0	1	1	0
Clint1	13338	10181	10322	15825	7149	7834
Lsm11	810	933	693	1069	617	465
Thg1l	1699	1405	1142	2442	2105	1094
Sox30	0	3	2	2	1	0
Adam19	1788	1502	2472	3061	1829	1989
Mir8100	0	0	0	0	0	0
Nipal4	0	0	1	1	1	0
Gm35624	0	0	1	2	0	2
Mir7239	0	0	0	0	0	0
Cyfip2	10651	9294	10689	11200	4742	6772
Fndc9	0	1	0	0	1	0
Itk	821	1504	957	1317	1074	810
Gm12167	0	0	2	0	1	1
Garin3	25	23	8	41	48	34
Med7	2275	1226	1465	2496	2223	1668
Havcr2	1138	808	1380	111	127	115
Timd5	0	0	0	0	1	0
Timd6	0	0	0	0	1	0
Dppa1	0	0	0	0	0	0
Timd7-ps	0	0	0	0	0	0
Timd2	1	2	1	5	0	2
Gm12174	261	275	199	303	421	180
Havcr1	59	36	58	0	7	1
Gm39817	0	0	0	0	0	0
Timd4	443	236	394	12	21	25
Sgcd	0	0	0	0	0	0
Gm23039	0	0	0	0	0	0
Gm39818	0	0	0	0	0	0
Gm36109	16	17	22	15	10	15
Rack1	127871	102914	91442	152428	141701	76224
Gm25296	8	6	14	17	1	10
Snord96a	151	112	96	244	100	140
Snord95	6	16	14	25	10	13
Trim41	1758	1742	1870	1781	926	1145
n-TVcac7	0	4	1	0	0	0
n-TGacc1	2	0	0	0	0	0
Trim7	93	68	110	30	20	19
n-TKctt10	5	1	2	1	8	1
n-TAtgc9	0	0	0	0	0	0
Gm16170	0	0	0	0	0	0
n-TTtgt2	0	0	0	0	0	0
n-TPtgg4	0	0	0	0	0	0
n-TVaac7	0	0	0	0	0	0
n-TLaag6	0	2	0	2	1	0
Irgm1	3798	3943	4245	8340	2129	3774
Gm5431	479	230	497	132	20	89
Gm12185	237	150	203	1156	132	556
Psme2b	1289	896	1097	1311	1129	827
9930111J21Rik1	874	224	560	226	27	144
Gm42074	12	8	14	18	9	15
Tgtp1	1225	691	935	7303	918	3451
9930111J21Rik2	123	37	75	49	16	39
Tgtp2	4318	2988	3843	11323	2035	5050
Ifi47	9381	6086	7874	19593	7763	10690
LOC133624656	54	61	49	89	76	63
Gm51892	0	0	0	0	0	0
Or2v2	0	0	0	0	0	0
Or2v1	2	2	2	5	0	2
Or2t26	0	0	0	0	0	0
Or2o1	0	0	0	0	0	0
Btnl9	97	76	98	140	49	86
Zfp62	2875	2125	2153	2413	1226	1144
Gm51893	0	0	0	0	2	1
Mgat1	6147	7021	5524	6567	5576	3024
Or2y1g	0	3	1	2	0	3
Or2y1f	1	0	2	1	0	1
Or2y1b	0	0	0	0	0	0
Or2y1e	0	0	0	0	0	0
Or2y17	0	0	0	0	0	0
Or2y1d	0	0	0	0	0	0
Or2y16	0	0	0	0	0	0
Or2y15	0	0	0	0	0	0
Or2y1c	0	0	0	0	0	0
Or2y1	0	0	0	0	0	0
Or2y14	0	0	0	0	0	0
Or2y13	0	0	0	0	0	0
Or2y12	0	0	0	0	0	0
Or2y11	0	0	0	0	0	0
Or2y10	0	0	0	0	0	0
1700024J04Rik	0	0	0	0	0	1
Gm42075	0	0	0	0	0	0
Flt4	12	12	13	1	2	3
Scgb3a1	3	2	2	2	3	1
Cnot6	7600	5654	5971	9152	3639	4252
Gm12191	141	180	145	168	209	119
Gm36411	1	5	7	5	0	3
Gm36507	0	0	0	0	0	0
Gfpt2	35	30	26	15	7	11
Mapk9	3380	3281	3252	3783	1778	1809
Gm53699	3	0	3	1	6	1
Rasgef1c	42	28	29	66	58	25
Rnf130	13798	9327	10846	11883	13825	7768
Mir340	0	0	0	0	0	0
Tbc1d9b	3628	4692	4057	3489	1800	1972
Gm53700	0	1	0	4	0	0
Mrnip	341	301	271	570	474	268
Sqstm1	9770	10308	9750	9584	9441	5500
Gm36556	67	56	54	75	35	33
Mgat4b	1579	1966	1660	2264	1516	1036
Mir6919	0	0	0	0	0	0
Ltc4s	58	63	62	16	25	14
Maml1	1803	1611	2027	1360	897	924
Canx	35606	28575	29435	41101	22780	20551
Gm46280	2	3	0	2	4	1
Gm53701	0	0	0	0	2	0
Cby3	4	3	1	9	32	9
Mir804	0	0	0	0	0	0
Hnrnph1	14560	12636	11525	21867	15580	13971
Rufy1	2147	1977	1926	2468	1360	1347
Gm53702	0	0	0	0	0	0
Gm36763	1	0	0	0	0	0
Gm12198	0	0	0	0	0	0
Adamts2	4	44	14	3	2	1
Gm53703	0	0	1	1	0	0
Gm39819	0	0	0	0	0	0
Gm12199	0	0	0	0	0	0
Gm51860	0	0	2	0	0	0
Zfp354c	63	59	58	40	30	8
Zfp879	8	16	14	6	1	2
Grm6	52	67	46	89	34	57
Zfp454	0	1	0	2	2	0
Zfp2	121	124	99	109	65	39
Zfp354b	3	4	2	2	0	0
4933414I15Rik	0	0	0	0	0	0
Prop1	0	0	0	0	0	0
Or1ad6	0	0	0	0	0	0
Or1ad1	0	0	0	0	0	0
Or1ad8	0	0	0	0	0	0
Or1x2	0	0	0	0	0	0
Or1x6	0	0	0	0	0	0
Zfp354a	1	0	0	1	0	0
9230009I02Rik	0	0	0	0	0	0
Platr20	0	0	0	0	0	0
Msantd5	0	0	0	0	0	0
Msantd5l	13	12	10	77	51	26
Clk4	2221	1839	1887	2647	2455	1819
Col23a1	88	100	93	15	23	14
Phykpl	474	403	376	737	514	382
Hnrnpab	32135	35723	27347	49840	38503	25285
Nhp2	8447	7430	5666	13152	15924	6750
Rmnd5b	1430	1757	1418	2012	1326	899
N4bp3	301	541	312	202	238	92
D930048N14Rik	28	54	21	21	13	17
Gm30058	0	0	0	0	0	0
Trappc2b	1096	637	670	1155	835	709
Sec24a	767	749	754	772	457	496
Gm25291	9	30	20	8	24	6
Sar1b	5790	2971	3980	6390	6293	3954
Jade2	1782	2528	1812	889	494	452
Gm30110	6	6	4	3	8	3
Gm39820	0	0	0	0	0	0
Gm39821	0	3	0	1	1	2
Gm46281	1	5	1	3	1	0
Gm39822	3	15	14	0	2	1
Gm26061	0	0	0	0	0	0
Cdkn2aipnl	5118	4362	3783	7507	6608	3721
Ube2b	8030	5005	5768	7066	9420	5201
Cdkl3	80	63	77	219	78	91
Ppp2ca	18297	13150	13738	21925	13368	10669
Mir3061	17	20	11	37	12	9
Or2y8	0	0	0	0	0	0
Or2y7	0	0	0	0	0	0
Or2y6	0	0	0	0	0	0
Skp1	15485	11868	10902	15632	17412	8774
Tcf7	1637	4419	1846	2969	2635	1394
Gm30217	0	0	0	0	0	0
Vdac1	11494	11450	9472	16454	14048	8453
9530068E07Rik	9669	7493	7609	12911	12509	7071
Gm30366	3	8	2	0	0	0
Gm39823	0	0	0	0	0	0
Fstl4	11	32	36	2	1	0
Gm11186	0	0	0	0	0	0
Hspa4	15207	13456	12250	20055	10860	8950
Gm30525	0	0	0	0	0	0
Zcchc10	728	797	571	1139	1184	624
Aff4	2477	1833	2401	1879	899	1066
Gm25930	1	1	0	1	0	0
Mir6920	0	0	1	0	0	0
Leap2	3	0	1	1	0	0
Uqcrq	6196	5109	4822	8417	13495	6292
Gdf9	37	32	26	15	23	6
Gm10447	0	0	0	1	0	0
Shroom1	1	9	10	6	0	9
Sowaha	118	69	91	143	59	54
Gm9945	12	15	7	12	24	16
Gm19835	0	0	0	0	0	0
Septin8	6057	4665	4653	7431	2909	3211
A430108G06Rik	9	0	5	12	10	7
Kif3a	566	666	508	699	537	346
Il4	137	72	59	226	821	243
Il13	14	28	13	57	134	14
Rad50	2796	2574	2406	3379	1000	1540
Il5	2	6	0	7	15	3
Mir7671	0	1	1	0	0	0
Irf1	7278	7292	8385	11979	7310	7285
Gm12216	111	190	94	146	82	81
Gm30785	7	6	1	4	1	2
Slc22a5	633	560	549	727	267	265
Slc22a21	73	79	78	44	17	19
Gm30927	1	2	0	0	0	0
Slc22a4	602	393	416	825	523	473
Pdlim4	106	156	170	40	76	28
P4ha2	29	48	31	16	13	8
Gm12223	0	0	0	0	0	0
4933405E24Rik	0	1	0	0	0	0
Csf2	48	83	33	34	25	14
Il3	0	0	0	1	0	0
Gm51861	0	0	0	0	0	0
Acsl6	607	268	391	1206	373	435
Gm12224	0	0	0	5	0	1
Meikin	0	0	1	0	0	0
Fnip1	2675	1392	2064	2411	1618	1380
Gm57579	15	15	20	8	8	10
Gm24198	0	0	0	0	0	0
Rapgef6	4087	2597	3488	4551	1799	2029
Cdc42se2	7529	5656	6544	7684	5079	3770
Gm12227	0	2	0	1	0	1
Lyrm7os	0	0	1	0	0	2
Lyrm7	134	114	84	211	212	97
Gm31490	0	1	1	0	0	1
Hint1	16219	11119	11674	20577	26174	13886
Gpx3	373	367	389	1254	416	490
Tnip1	3068	3562	2776	2706	1770	1638
Anxa6	14661	20693	15114	11737	12479	7911
Gm19911	2	0	0	1	0	1
Ccdc69	1163	831	826	1027	828	669
Gm2a	17969	19975	22642	9287	7407	4820
Slc36a3	3	16	15	12	15	6
Slc36a3os	136	69	132	99	284	88
Gm31688	0	0	1	0	0	0
Slc36a2	3	13	13	34	4	7
Slc36a1os	2	3	0	0	0	1
Slc36a1	1666	1459	1661	1398	427	1037
Fat2	1	0	2	0	0	0
Gm31842	0	0	0	0	0	0
Sparc	38	142	87	9	8	13
Atox1	4978	3760	4197	3884	6083	2740
G3bp1	16822	15640	12891	24012	16542	10266
Gm12238	11	7	10	6	4	5
Mir7652	41	12	23	51	8	13
Glra1	0	0	0	0	0	0
Gm12236	0	0	2	1	4	0
LOC105244170	0	0	0	0	0	0
Gm12239	0	0	0	0	0	0
Nmur2	0	0	0	0	0	0
Gm46260	0	0	0	0	0	0
Gm24253	0	0	0	0	0	0
Gm32500	0	0	0	0	0	0
Gm32649	0	0	0	0	0	0
Gm46261	0	0	0	0	0	0
Gm39826	0	0	0	0	0	0
Gria1	0	0	0	0	0	0
Gm53706	6	8	13	5	7	5
Fam114a2	2530	2499	2234	2986	2291	1371
Mfap3	3031	2123	2578	2522	1257	1237
Gm51895	0	0	0	1	0	0
4933424L21Rik	0	0	0	0	0	0
Galnt10	3004	2929	3014	1983	1128	1013
Gm51896	0	0	0	0	1	0
Gm46282	1	2	0	0	0	0
Gm24582	0	0	0	0	0	0
Gm53707	0	2	0	1	0	0
2010001A14Rik	114	103	77	95	167	77
Sap30l	1331	1667	1267	1343	1167	705
Hand1	0	0	0	0	0	0
Gm32915	0	0	0	0	0	0
Gm33026	0	0	0	0	0	0
Gm33078	2	0	0	0	0	0
Larp1	10121	12979	10865	11444	4811	6429
Gm51897	33	96	64	12	20	5
Faxdc2	0	0	0	0	0	0
Cnot8	4889	4005	3930	5150	4882	3014
Gemin5	2666	2742	2351	3508	983	1223
Mrpl22	2615	1496	1779	3218	3640	2147
Gm12250	2238	1475	2155	7998	1746	3936
Igtp	2708	2436	2922	13586	3710	6335
Irgm2	2212	2117	2779	5537	1257	2590
Gm51898	17	2	11	21	13	17
4930438A08Rik	2154	658	1346	3923	3123	3024
Gm39827	1	0	0	0	0	0
Gm53708	0	0	0	0	0	0
n-TEctc10	0	0	0	0	0	0
n-TLcaa3	0	0	0	0	0	0
Zfp692	478	468	455	581	337	527
Zfp672	1087	878	873	1527	1127	759
Sh3bp5l	1742	1498	1418	2039	1706	1049
Gm33660	0	0	0	0	0	0
Lypd8	0	0	0	0	2	0
1810065E05Rik	5	1	0	0	0	0
Gm12253	6	4	4	0	1	0
Lypd9	0	0	0	0	0	0
Or2z2	0	0	0	0	0	0
Or2av9	0	0	0	0	0	0
Or2t49	0	0	0	0	0	0
Or2t48	0	0	0	0	0	0
Or2t29	0	0	0	0	0	0
Or2t47	0	0	0	0	0	0
Or2t43	0	0	0	0	0	0
Or2t46	0	0	0	0	0	0
Or2ab1	0	0	0	0	0	0
Lypd8l	0	0	0	0	0	0
Or11l3	0	0	0	0	0	0
Trim58	276	164	229	263	53	102
Gm22599	0	0	0	0	0	0
Or2w3	0	0	0	0	0	0
Or2ak7	0	0	0	0	0	0
Or2ak6	0	0	0	0	0	0
Or2ak5	0	0	0	0	0	0
Or2w3b	0	0	0	0	0	0
Or2ak4	0	0	0	0	0	0
Or2t45	0	0	0	0	0	0
Or2t44	0	0	0	0	0	0
Cfap144	2	0	1	1	0	1
Or5af2	0	0	0	0	0	0
Or5af1	0	0	0	0	0	0
Or9e1	0	0	0	0	0	0
Gm12258	149	76	96	94	70	57
2810021J22Rik	398	298	308	334	156	179
Zfp39	747	483	513	905	312	464
Gm12257	1	0	1	4	1	0
Btnl10	1557	251	1052	2803	1246	1470
Rnf187	7792	9439	6918	10987	7711	4686
Gm51864	3	2	4	4	1	0
H2bc27	102	87	77	68	146	64
H2bc26	12	17	12	10	9	7
Trim17	216	204	216	117	136	68
H2ac25	0	0	0	0	0	0
H3f4	0	1	0	0	0	0
2310058D17Rik	124	92	68	128	139	74
Trim11	1613	1669	1816	2442	1455	1591
Obscn	18	29	27	4	2	2
Gm10435	0	0	0	0	1	0
Iba57	1232	1285	951	1522	1007	632
Gjc2	0	0	0	1	0	3
Guk1	2527	2035	1698	3644	4626	1910
2610507I01Rik	1865	997	1205	2535	2047	1855
Mrpl55	1177	1014	926	1639	1830	939
2310033P09Rik	1211	1562	941	1781	1755	944
Arf1	24987	18142	20862	32886	26784	17676
Wnt3a	0	0	0	0	0	0
Wnt9a	23	46	7	1	7	0
Gm51865	0	0	0	0	0	0
Prss38	0	0	0	0	0	0
Gm15755	0	0	0	0	0	0
Snap47	673	736	464	598	572	247
Jmjd4	760	873	709	737	319	324
Zfp867	147	59	88	90	111	50
Zkscan17	1420	1965	1448	1429	578	557
4933439C10Rik	144	167	117	146	70	138
Nlrp3	1143	1155	1583	638	207	373
Or2b11	0	0	0	0	0	0
Or2aa1	0	0	0	0	0	0
Or2w25	0	0	0	0	0	0
Gm33998	0	0	0	0	0	0
Mprip	5566	6183	5248	5094	2198	2528
1700007J10Rik	1	2	0	3	0	1
Gm51899	4	4	2	4	3	1
Pld6	150	130	92	158	87	31
Flcn	1932	2142	2033	1889	1024	832
Gm16062	96	77	40	63	53	49
Cops3	6469	3976	3861	8740	7262	4728
Nt5m	773	660	570	1042	698	477
1810063I02Rik	0	0	0	4	2	1
Gm51900	0	0	0	0	0	0
Med9os	7	12	9	20	23	8
Med9	1215	1273	1047	2246	1635	918
Rasd1	6	5	9	36	14	9
Pemt	102	140	109	285	216	111
Gm53709	0	0	0	0	0	0
Gm38498	1	0	0	0	0	0
Rai1	1999	2095	2045	1276	668	741
4930412M03Rik	3	5	9	8	13	4
Gm53710	11	13	12	2	4	5
Srebf1	3073	3676	3459	3985	2375	2051
Mir6921	0	0	0	0	0	0
Mir6922	2	0	0	3	0	0
Tom1l2	684	813	733	507	276	289
Gm38501	0	0	1	0	1	0
Drc3	12	15	18	25	18	6
Atpaf2	1454	1274	1167	1896	1618	959
Gid4	2021	2167	1738	1935	963	944
Drg2	1538	1956	1422	2107	1263	919
Myo15a	17	5	12	4	9	3
Gm51901	4	3	2	3	1	1
Gm53694	38	43	54	57	46	27
Alkbh5	4089	4303	4088	4506	1803	2277
LOC118567361	0	0	0	0	0	0
Gm12628	0	0	0	0	1	0
Gm12621	0	0	0	0	0	0
Gm12627	0	0	0	0	0	0
Gm12613	0	0	0	0	0	0
Gm12614	0	0	0	0	0	0
Gm12615	0	0	0	0	0	0
Gm12625	0	0	0	0	0	0
Gm12624	0	0	0	0	0	0
Llgl1	1463	1470	1535	1540	728	693
Flii	7643	8013	8388	7593	3692	4166
Mief2	451	463	418	706	808	377
Mir5100	2	0	0	0	0	0
Top3a	1177	1220	1090	1373	740	635
Smcr8	2415	1637	2035	2312	718	1106
Shmt1	948	1146	896	1719	915	663
Dhrs7b	1320	1007	1010	1578	1730	875
Tmem11	2263	1915	1776	2624	3053	1638
Gm26534	7	1	3	5	2	3
Natd1	844	802	875	674	371	374
Gm39830	0	0	1	0	0	1
Map2k3os	172	86	95	235	124	84
Map2k3	4032	3638	3646	5953	4245	2647
Gm35681	0	0	0	0	0	0
Kcnj12	0	0	0	0	0	0
Tnfrsf13b	1795	1388	1696	2790	1395	1217
Usp22	1960	1796	2002	2096	981	963
Gm42080	0	2	0	0	0	0
Aldh3a1	22	68	25	7	3	0
Aldh3a2	2835	2339	2551	3006	1994	1702
Slc47a2	0	1	0	1	0	0
Gm25929	0	0	0	0	0	0
Slc47a1	1	7	2	0	0	0
Gm42081	0	0	0	0	2	0
n-TWcca5	0	0	0	0	0	0
Rnf112	0	0	0	2	0	0
Mfap4	0	0	0	0	0	0
Mapk7	1071	1157	1103	1058	512	712
B9d1os	0	0	0	0	0	0
B9d1	74	24	46	57	106	36
Epn2	62	74	93	43	25	26
Grap	858	1565	807	1196	1988	681
Slc5a10	0	2	0	0	1	0
Fam83g	25	11	18	72	31	37
Prpsap2	2423	1773	1915	1640	1554	982
Ulk2	2057	2089	2297	1080	555	591
Akap10	2645	1826	2274	2877	1383	1466
Gm23721	0	0	0	0	0	0
Gm12273	2	0	0	0	0	0
Specc1	2650	1137	1963	3052	1368	1720
Gm39988	0	0	0	0	0	0
Gm39985	6	0	3	6	9	3
Adora2b	384	286	395	533	492	299
Zswim7	367	277	271	447	478	234
Ttc19	337	266	274	393	193	231
Ncor1	11319	11450	10824	6978	3871	4428
Pigl	552	586	455	651	429	345
Cenpv	993	957	741	1520	1700	667
Gm12279	3	9	11	10	5	9
Ubb	22076	23438	20297	27992	33885	16048
Trpv2	2985	4078	3432	2600	2081	1487
2410006H16Rik	3846	3213	2736	4095	5625	2166
Snord49b	16	7	4	18	7	9
Snord49a	17	14	10	29	18	14
Snord65	5	9	5	16	15	4
Lrrc75a	178	283	299	149	52	77
Lrrc75aos1	0	0	0	0	0	0
Mmgt2	1159	1465	1057	866	636	422
Zfp287	171	238	190	202	96	89
n-TWcca8	0	0	0	0	0	0
Zfp286	87	108	56	58	66	28
Zfp286os	0	0	0	0	0	0
Gm24151	0	0	0	0	0	0
Trim16	751	763	767	898	431	408
Fbxw10	68	50	52	24	17	19
Tvp23b	2466	1486	1816	2554	2620	1438
Tvp23bos	0	0	0	0	0	0
Gm36614	0	0	0	0	0	1
Cdrt4os2	0	0	0	0	0	0
Cdrt4	0	0	0	0	0	0
Cdrt4os1	0	0	0	0	0	0
Gm46284	1	0	0	0	0	0
Gm36874	0	0	2	1	2	1
Tekt3	0	0	0	0	0	0
Gm36926	0	0	0	0	0	0
Pmp22	7	8	12	0	0	3
Gm29851	0	0	0	0	0	0
Gm40016	0	0	0	0	0	0
Gm40019	0	0	0	0	0	0
Gm29958	0	0	0	0	0	0
Hs3st3b1	353	536	341	134	90	56
Gm30060	0	0	0	0	0	0
Cox10	891	1374	837	1468	989	560
9630013K17Rik	0	0	1	1	0	1
Gm12289	0	0	0	0	0	0
Gm51866	0	0	0	0	0	0
2810001G20Rik	578	352	349	647	2085	693
Gm12290	0	0	0	0	0	0
Gm53711	2	0	0	1	1	0
Gm53712	0	1	0	1	0	0
F930015N05Rik	0	0	0	0	0	0
Hs3st3a1	0	0	0	0	0	0
Gm30305	0	0	0	0	0	0
Gm12292	0	0	0	0	0	0
Gm40025	0	0	0	0	0	0
Elac2	1682	2053	1657	2339	1132	921
Arhgap44	0	0	0	0	0	0
1700086D15Rik	0	0	0	0	0	0
Gm53042	0	0	0	0	0	0
Myocd	0	0	0	0	0	0
Gm30586	0	0	0	0	0	0
Gm12295	0	0	0	0	0	0
Gm53667	0	0	0	0	0	0
Gm26128	0	0	0	0	0	0
Gm30786	1	0	0	2	0	0
Gm40026	0	0	0	0	0	0
Map2k4	3217	2294	2819	4575	2468	2322
Mir744	1	0	2	0	2	0
Gm53682	45	18	40	59	81	37
Zkscan6	1246	958	932	1574	1466	852
Dnah9	0	1	0	0	0	0
Gm40027	0	0	0	0	0	0
Gm12296	0	0	0	0	0	0
Shisa6	0	0	0	0	0	0
Gm45945	0	0	0	0	0	0
Gm40028	0	0	0	0	0	0
Gm57583	0	0	0	0	0	0
Gm12298	0	0	0	0	0	0
Pirt	0	0	0	0	0	0
Tmem238l	0	0	0	0	0	0
Gm12299	0	0	0	0	0	0
Tmem220	88	81	108	80	104	25
Adprm	1587	850	1140	1687	1714	1161
Sco1	947	772	672	1176	750	517
Myh3	0	2	0	10	3	4
Mir6923	0	0	0	0	0	0
2310065F04Rik	0	0	0	0	0	0
Gm31285	0	0	0	0	0	0
Gm53683	0	0	0	0	0	0
Myh2	0	0	0	0	0	0
Myh1	0	0	0	0	0	0
Myhas	0	0	0	0	0	0
Myh4	0	0	0	0	2	0
Myh8	0	0	0	0	0	0
n-TPtgg2	0	0	0	0	0	0
Myh13	3	10	1	0	0	0
Gm40029	0	0	0	0	0	0
Gas7	3689	2795	3520	2321	1447	1854
Gm12301	0	0	0	0	0	0
Glp2r	0	0	0	0	0	0
Rcvrn	4	0	3	6	0	2
Gsg1l2	0	0	0	0	0	0
Dhrs7c	0	0	0	0	0	0
Gm40032	1	0	1	2	0	1
Usp43	0	3	0	0	0	0
Cfap52	0	0	0	0	0	0
Stx8	1448	1316	1250	1629	2018	1004
C78197	1	0	0	1	0	0
Ntn1	0	7	2	3	0	2
Mir6406	0	0	0	0	0	0
Gm31954	0	0	0	0	0	0
Gm32046	11	1	1	2	16	8
Pik3r5	4107	4395	4858	2911	1344	2000
Pik3r6	1516	971	1352	1617	1130	1099
Mfsd6l	13	12	17	50	22	27
Gm40036	0	2	0	2	3	0
Ccdc42os	0	0	0	0	0	0
Ccdc42	0	0	0	0	0	0
Myh10	4232	2246	3212	2958	846	1571
Gm53684	7	2	2	3	0	1
Gm53685	0	1	2	3	3	0
Ndel1	3868	2390	3220	4463	3162	2567
Rnf222	1	0	0	2	2	0
Rpl26	56096	53168	43564	61075	81289	39173
Gm22608	0	0	0	0	0	0
Odf4	0	0	0	0	0	0
Arhgef15	2	14	4	4	2	0
Gm51902	0	0	0	0	0	0
Gm32273	2	3	1	2	2	2
Slc25a35	113	119	130	93	94	65
Rangrf	2623	1951	1543	3165	3517	1430
Gm32384	1	2	2	1	1	0
Pfas	2849	2512	2562	3487	1430	1662
Mir3062	0	0	0	0	0	0
Gm25819	0	0	0	0	0	0
Ctc1	1279	1529	1382	1789	874	906
n-TIaat5	0	0	0	0	1	0
n-TSaga4	0	0	0	0	0	0
n-TTagt8	0	0	4	0	0	0
n-TPcgg3	0	0	0	0	0	0
n-TDgtc9	0	0	0	0	0	0
n-TGtcc6	1	1	1	1	0	1
n-TWcca7	67	22	31	27	105	49
Aurkb	3562	2734	2961	8136	4464	4036
Borcs6	1249	1558	1326	1320	1308	672
n-TIaat4	0	0	0	0	0	0
n-TTagt7	0	1	0	1	0	0
n-TSgct3	0	0	1	0	0	0
n-TWcca6	0	0	0	0	0	0
Tmem107	552	387	371	779	804	359
Snord118	2	0	2	0	0	0
Vamp2	917	1261	1013	991	959	781
Per1	919	1127	1312	1214	557	648
n-TTagt5	4	0	1	0	1	1
n-TScga3	2	1	2	0	1	1
9130213A22Rik	2	16	7	1	2	3
n-TGgcc5	0	0	0	0	0	0
Hes7	9	11	14	6	6	4
n-TRtct4	0	0	0	0	0	0
n-TLtag3	4	0	2	0	6	2
n-TQctg6	0	0	0	0	0	0
n-TKctt27	0	1	0	0	0	0
Aloxe3	20	19	49	5	5	3
Alox12b	0	0	0	0	0	0
Alox8	46	50	43	40	15	21
Gucy2e	6	17	10	15	2	4
Gm23194	0	0	0	0	0	0
Gm40039	0	2	0	0	0	0
Cntrob	699	650	683	877	632	613
Trappc1	1443	1785	1553	2393	2310	1296
Kcnab3	43	50	54	22	18	9
Rnf227	258	179	188	207	158	160
Chd3	2927	4097	3452	1579	1078	1440
Gm22442	4	0	6	2	0	1
Gm32483	34	39	34	15	8	22
Cyb5d1	1039	1114	999	1134	482	549
Naa38	1906	1647	1382	2444	3381	1530
Tmem88	16	17	14	21	24	13
Kdm6b	2438	2434	3443	1644	958	1354
Gm51903	7	9	8	2	3	2
Dnah2	258	125	271	45	30	23
Efnb3	24	33	33	41	14	39
Wrap53	987	1087	922	1531	1111	740
Trp53	5770	8709	5758	8051	4517	3385
Atp1b2	3428	3107	2713	4201	1784	2018
Shbg	0	0	0	0	1	1
Sat2	11	16	28	0	6	3
Fxr2	3170	3415	2907	3259	2015	1805
Mir467f	0	0	0	0	0	0
Sox15	9	2	8	0	1	0
Mpdu1	2733	2165	2219	4342	4912	2414
Mir1934	0	0	0	2	0	0
Cd68	5592	5601	7831	2686	1800	1505
Eif4a1	55659	44329	40872	76016	53425	38921
Gm24029	24	22	16	23	21	31
Gm25835	16	18	16	23	5	18
Gm22988	64	38	48	58	18	39
Senp3	4005	3375	3119	5669	3192	2558
Tnfsf13os	153	174	174	106	111	61
Tnfsfm13	19	11	12	4	1	3
Tnfsf13	553	226	464	461	318	244
Tnfsf12	288	496	330	86	123	66
Polr2a	9125	7083	9498	6607	2591	5068
Slc35g3	0	1	2	0	0	0
Zbtb4	944	1351	1275	264	268	145
Chrnb1	26	54	31	23	22	10
Fgf11	39	36	31	14	13	3
Tmem102	3	1	7	5	0	3
G630025P09Rik	24	14	13	9	7	5
Spem3	0	0	0	0	0	0
Spem2	0	0	0	0	0	0
Spem1	0	1	0	0	0	1
Nlgn2	265	544	327	199	152	132
Tmem256	3059	2375	2461	4608	7974	3327
Plscr3	1303	1964	1426	2656	1618	1228
Tnk1	18	4	5	17	29	12
Gm32708	1	0	0	2	0	0
Tmem95	11	12	11	3	7	8
Kctd11	493	563	571	422	344	253
Acap1	4961	7648	4723	5661	4617	4286
Mir6924	15	33	7	9	19	24
2810408A11Rik	78	67	73	110	95	63
Neurl4	2365	2181	2243	2094	919	1257
Gps2	2485	2901	2372	3226	2361	1891
Eif5a	61611	53186	46125	112047	107854	52918
Ybx2	7	6	1	3	2	3
Slc2a4	72	11	45	129	102	63
Cldn7	2	0	2	1	2	0
Elp5	2188	2004	1855	3032	2921	1441
Ctdnep1	2919	4115	3425	4193	3526	2149
Gabarap	13168	13519	13136	17467	21672	10758
Phf23	3226	3418	3001	4522	4102	2288
Dvl2	974	1192	868	1025	550	460
Acadvl	4078	4265	3534	5634	5032	2672
Mir324	4	0	0	0	0	0
Dlg4	304	338	274	171	121	93
Asgr1	1	0	2	0	0	0
Gm32946	0	8	9	1	0	1
Asgr2	13	44	23	11	13	6
Mgl2	614	431	507	880	800	395
Clec10a	1898	831	1658	870	1399	555
Slc16a11	1	4	8	0	4	2
Slc16a13	242	316	303	226	134	113
Bcl6b	9	9	8	5	10	2
Mir497b	0	0	0	0	0	0
Mir497	0	0	0	0	0	0
Mir195a	0	0	0	0	0	0
0610010K14Rik	2094	2235	1736	2993	4067	1817
Rnasek	2900	3602	2892	3967	5157	2190
Gm40191	14	27	13	14	35	16
Alox12	72	60	53	9	6	4
Gm32992	0	0	0	0	0	2
Gm33048	0	0	0	0	0	0
Gm40192	0	0	0	0	0	0
Alox12e	52	62	21	437	1805	426
Alox15	995	1293	1399	15360	70577	22509
Pelp1	2355	3379	2331	3212	1880	1516
Arrb2	6041	6942	6150	11731	10045	7373
Mir7115	55	65	69	67	60	85
Med11	2325	1523	1655	2654	3184	1970
Cxcl16	450	317	420	57	80	62
Zmynd15	38	28	37	13	31	7
Tm4sf5	17	11	16	2	9	5
Vmo1	0	0	0	0	0	0
Gltpd2	0	0	0	0	0	0
Psmb6	8729	6985	6589	12437	15146	7428
Gm40193	0	0	0	0	0	0
Pld2	331	343	428	132	72	86
Mink1	3199	3186	3663	1866	728	1104
Gm51905	2	1	3	0	0	0
Chrne	59	76	62	5	13	4
4930544D05Rik	0	0	1	0	0	1
Gm12315	0	0	0	0	0	1
